°íÀ¯¹øÈ£,¾ğ¾î,»óÈ£¸í,ÄÜÅÙÃ÷URL,ÁÖ¼Ò,½ÅÁÖ¼Ò,ÀüÈ­¹øÈ£,À¥»çÀÌÆ®,¿î¿µ½Ã°£,±³ÅëÁ¤º¸,È¨ÆäÀÌÁö ¾ğ¾î,´ëÇ¥¸Ş´º
49884,ja,EPI,https://japanese.visitseoul.net/restaurants/EPI/JPP9vr5hz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP9vr5hz, «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«½«ó«ë«ó«í518 1Í­ ,06161 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«½«ó«ë«ó«í518 1Í­ ,-4768,https://www.instagram.com/epi.kr,07:00-21:00,ò¢ù»?2?àÊ/«¹«¤«ó¡¤«×«ó«À«ó(â©ìÒ¡¤İÎÓĞ)àÊ¡¸«½«ó«ë«ó¡¹?8ÛãõóÏ¢ 100m,ùÛ?åŞ,
49885,zh-CN,EPI,https://chinese.visitseoul.net/restaurants/EPI/CNP9vr5hz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP9vr5hz, âÏ?ã¼Ë°Ñõ?à¾×ÕÖØ518 1? ,06161 âÏ?ã¼Ë°Ñõ?à¾×ÕÖØ518 1? ,-4768,https://www.instagram.com/epi.kr,07:00-21:00,ò¢?2??/â©ìÒİÎÓĞ?à¾×Õó×8?õóÏ¢£¬100m,??,
49900,en,Summer Lane,https://english.visitseoul.net/restaurants/Summer-Lane/ENPk3ob8d?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPk3ob8d," Summer Lane, 1F, 49 Itaewon-ro 55ga-gil, Yongsan-gu, Seoul ","04348 Summer Lane, 1F, 49 Itaewon-ro 55ga-gil, Yongsan-gu, Seoul ",-8826,http://instagram.com/summerlane_brunch,07:30-18:00,"Subway Line 6 Hangangjin Station Exit 1, 563m","KOR,ENG",
49903,zh-TW,Summer Lane ??ôæ,https://tchinese.visitseoul.net/restaurants/Summer-Lane/TCPk3ob8d?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPk3ob8d, âÏì³÷åÜ¬ã¼×£ß£Ï¡×Ş÷ÁêÂÖØ55Ë£Ê¶49£¬1×§£¬Summer Lane ,04348 âÏì³÷åÜ¬ã¼×£ß£Ï¡×Ş÷ÁêÂÖØ55Ë£Ê¶49£¬1×§£¬Summer Lane ,-8826,http://instagram.com/summerlane_brunch,07:30-18:00,ò¢ôÑ6ûÜàÊùÓË°?ó×1ûÜõóÏ¢£¬563m,"ùÛÙş,çÈÙş",
49940,en,Suraksan Pungcheon Eel,https://english.visitseoul.net/restaurants/SuraksanPungcheon-eel/ENPqetlda?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPqetlda," 48 Dongil-ro 242-gil, Nowon-gu, Seoul ","01629 48 Dongil-ro 242-gil, Nowon-gu, Seoul ",-10273,https://blog.naver.com/ymj9666,11:00-23:00,"Subwy Line7, Suraksan Station, Exit 3, 340m ",KOR,
50608,ko,µ¿´ë¹® »ı¼±±¸ÀÌ °ñ¸ñ,https://korean.visitseoul.net/restaurants/DongdaemunGrilledFishAlley/KOPgm0zwf?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPgm0zwf, ¼­¿ï Á¾·Î±¸ Á¾·Î5°¡ 281-9 ,03197 ¼­¿ï Á¾·Î±¸ Á¾·Î40°¡±æ 5 (Á¾·Î5°¡) ,,,°¡°Ôº° »óÀÌ,"ÁöÇÏÃ¶ 1È£¼±/4È£¼± µ¿´ë¹®¿ª 9¹øÃâ±¸, 288m",,
4837,en,Mano di Chef,https://english.visitseoul.net/restaurants/Mano-di-Chef/ENP004836?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP004836,"135-090 158-24, Samseong-dong, Gangnam-gu, Seoul ","06169 21, Teheran-ro 87-gil, Gangnam-gu, Seoul ",-9492,http://www.manodichef.co.kr/,Weekdays 11:00 - 15:00 / 17:00 - 22:00 (KST) Saturday 11:00 - 15:50 / 17:00 - 22:00 (KST) Sunday 11:00 - 15:50 / 17:00 - 21:00 (KST),"Subway Line 2, Samseong Station, Exit 5,  439m  ",,
6629,ja,«Á«ç«ó«À«à¡¤«ß«ç«Î«¯¡¤«Ï«ó«Õ«ó«Í«ó«ß«ç«ó,https://japanese.visitseoul.net/restaurants/«Á«ç«ó«À«à¡¤«ß«ç«Î«¯¡¤«Ï«ó«Õ«ó«Í«ó«ß«ç«ó-JP/JPP006625?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006625,135-090 «½«¦«ëã¼Ë°Ñõ?ß²à÷Ô× 8-1 Ëïàâ«Ó«ë«Ç«£«ó«°,06088 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?«½«ó«ë«ó«í664 Ëïàâ«Ó«ë«Ç«£«ó«° ,-5589,http://5483777.modoo.at/,11:00 ~ 15:00 / 17:00 ~ 20:30 (KST),7?àÊ «««ó«Ê«à«°«Á«ç«ó 1ÛãõóÏ¢Óù?5İÂª«ªéå³169m(Óù?2İÂ)    ,,ÕÒ?
49935,ja,«È«ó«ä«óÒşè©«¹«é«¯«µ«ó(â©Õªß£)ïÁ,https://japanese.visitseoul.net/restaurants/DongyangTeaSuraksan/JPPlpuqtx?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPPlpuqtx, «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«É«ó«¤«ë«í1642 ,01630 «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«É«ó«¤«ë«í1642 ,-7514,https://www.instagram.com/dongyang.tea_official/,10:00-21:30,ò¢ù»?7?àÊ¡¸«¹«é«¯«µ«ó¡¹?3ÛãõóÏ¢ 220m,ùÛ?åŞ,
3860,en,La Main Douce,https://english.visitseoul.net/restaurants/La-Main-Douce1/ENP003860?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP003860,"121-836 Seogyo-dong, Mapo-gu, Seoul 334-13","121-836 26, Wausan-ro 27-gil, Mapo-gu, Seoul ",-570,,16:00~23:00 weekend 14:00~23:00 (KST),"Line 2 Hong-ik Univ. Exit 7, 8  ",,dessert caf?
50027,en,Sun Tomato Ramen,https://english.visitseoul.net/restaurants/taitoma/ENPlqylq6?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPlqylq6," 2nd floor, 7, Gangnam-daero 106-gil, Gangnam-gu, Seoul ","06123 2nd floor, 7, Gangnam-daero 106-gil, Gangnam-gu, Seoul ",-541,https://www.instagram.com/taitoma_korea/,11:00-21:00,"Subway Line 9/Shinbundang Line, Shinnonhyeon Station Exit 6, 137m ",KOR,"Sun Tomato Ramen (9,000 won), Cheese Tomato Ramen (10,500 won) "
50765,ko,µµÁ¤À°°ü,https://korean.visitseoul.net/restaurants/Dojeongyukgwan/KOPjjemmk?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPjjemmk, ¼­¿ï ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1330-18 1Ãş µµÁ¤À°°ü,"06626 ¼­¿ï ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î78±æ 42 (¼­ÃÊµ¿, Çö´ë±â¸²¿ÀÇÇ½ºÅÚ) 1Ãş µµÁ¤À°°ü",010-4899-1268 ,https://www.instagram.com/dojeong_seoul/,¿ù~±İ 11:30 - 21:30  (14:30 - 16:00 ºê·¹ÀÌÅ©Å¸ÀÓ / 20:50 ¶ó½ºÆ®¿À´õ) Åä 12:00 - 21:30  (14:30 - 16:00 ºê·¹ÀÌÅ©Å¸ÀÓ / 20:50 ¶ó½ºÆ®¿À´õ) ,"ÁöÇÏÃ¶ 2È£¼±/½ÅºĞ´ç¼± °­³²¿ª 5¹øÃâ±¸, 169m ","ÇÑ±¹¾î,¿µ¾î","[Á¡½É] ´©·îÁö°õÅÁ / °íÃßÀ°°³Àå [Àú³á] »ıµÅÁö°¥ºñ, ¾ç³äµÅÁö°¥ºñ,¼Ü¹ä "
50788,zh-TW,WUMOK(éÚÙÊ)ñ·ŞÔÛ¡÷ıùÛéÚóÉôæ,https://tchinese.visitseoul.net/restaurants/WUMOK/TCPmqyvu5?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPmqyvu5, âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡?ñ¶ÖØ170ÖØ22 £¬B2 ,06017 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡?ñ¶ÖØ170ÖØ22 £¬B2 ,-6464,https://www.instagram.com/wumok_beef/,ñÎì£ò¸ñÎŞÌ 17:00ò¸22:00 ñÎçéò¸ñÎìí 12:00ò¸22:00 ,ò¢ôÑâ©ìÒİÎÓĞàÊääÏÎïÍÔşÓìçóó×5ûÜõóÏ¢£¬597m ,"ùÛÙş,çÈÙş",ñ·ŞÔÛ¡÷ıùÛéÚ÷ßóÉÖù×â 
50768,en,Korean Beef Omakase - WUMOK,https://english.visitseoul.net/restaurants/WUMOK/ENPmqyvu5?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPmqyvu5," 22 Eonju-ro 170-gil, B2, Gangnam-gu, Seoul ","06017 22 Eonju-ro 170-gil, B2, Gangnam-gu, Seoul ",-6464,https://www.instagram.com/wumok_beef/,Tue?Thu 17:00?22:00 Fri?Sun 12:00?22:00  ,"Subway Suin?Bundang Line, Apgujeong Rodeo Station, Exit 5, 597m  ","KOR,ENG",Korean Beef Omakase Course
6272,zh-CN,Bookdang,https://chinese.visitseoul.net/restaurants/Bookdang-CN/CNP006272?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006272,06170 âÏ?÷å?ã¼Ë°Ñõ?ß²àòÔ× 162-25,06170 âÏ?ã¼Ë°Ñõ?çµ?ÓŞÖØ106Ê¶41 ,-10422,,12:00 - 22:00 (KST),9?? ÜåëÚŞÑ 5?õóÏ¢?382Ú·(ÜÆú¼5İÂ?)   ,,ÓŞ?Úå? 
50018,ko,ÅÂ¾çÀÇÅä¸¶Åä¶ó¸à,https://korean.visitseoul.net/restaurants/taitoma/KOPlqylq6?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPlqylq6, ¼­¿ï °­³²±¸ ¿ª»ïµ¿ 810-8 ,06123 ¼­¿ïÆ¯º°½Ã °­³²±¸ °­³²´ë·Î106±æ 7 2Ãş ,02-501-0120,https://www.instagram.com/taitoma_korea/,¸ÅÀÏ 11:00-21:00,ÁöÇÏÃ¶ 9È£¼±/½ÅºĞ´ç¼± ½Å³íÇö¿ª 6¹øÃâ±¸ 137m,ÇÑ±¹¾î,"ÅÂ¾çÀÇÅä¸¶Åä¶ó¸à(9000¿ø),Ä¡ÁîÅä¸¶Åä¶ó¸à(10,500¿ø)"
51076,zh-CN,HOUSE OF VINYLØĞ?ïÁ,https://chinese.visitseoul.net/restaurants/houseofvinyl-mangwon/CNPcq5rwf?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPcq5rwf, âÏ?ã¼Ø«øİ?ıìéëïÍÖØ16Ê¶23 1? ,04008 âÏ?ã¼Ø«øİ?ıìéëïÍÖØ16Ê¶23 1? ,-11292,https://www.instagram.com/houseofvinyl_mangwon,11:00-22:00,ò¢?6??ØĞ?ó×2?õóÏ¢£¬682m,??,
49883,en,EPI,https://english.visitseoul.net/restaurants/EPI/ENP9vr5hz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP9vr5hz," 1F, 518, Seolleung-ro, Gangnam-gu, Seoul ","06161 1F, 518, Seolleung-ro, Gangnam-gu, Seoul ",-4768,https://www.instagram.com/epi.kr,07:00-21:00,"Subway Line2/Suin?Bundang Line Seolleung Station Exit 8, 100m",KOR,
49886,zh-TW,EPI ØıøĞ??ôæ,https://tchinese.visitseoul.net/restaurants/EPI/TCP9vr5hz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP9vr5hz, âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡à¾×ÕÖØ518£¬1×§ ,06161 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡à¾×ÕÖØ518£¬1×§ ,-4768,https://www.instagram.com/epi.kr,07:00-21:00,ò¢ôÑ2ûÜàÊ/â©ìÒİÎÓĞàÊà¾×Õó×8ûÜõóÏ¢£¬100m,ùÛÙş,
49927,ko,¼ö¶ô»êÇ³ÃµÀå¾î,https://korean.visitseoul.net/restaurants/SuraksanPungcheon-eel/KOPqetlda?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPqetlda, ¼­¿ï ³ë¿ø±¸ »ó°èµ¿ 1008-20 ,"01629 ¼­¿ï ³ë¿ø±¸ µ¿ÀÏ·Î242±æ 48 (»ó°èµ¿, ´Ù¿Âºôµù) ",0507-1360-8488,https://blog.naver.com/ymj9666,11:00-23:00,"ÁöÇÏÃ¶ 7È£¼± ¼ö¶ô»ê¿ª 3¹øÃâ±¸, 340m",ÇÑ±¹¾î,
50325,zh-TW,ĞéãôÔËÚùïÁîÜBroadway,https://tchinese.visitseoul.net/restaurants/Broadway/TCP6rymuy?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP6rymuy, âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÏĞüåÓŞÖØ76ÖØ16£¬ĞéãôÔËÚùïÁ1×§ ,07238 âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÏĞüåÓŞÖØ76ÖØ16£¬ĞéãôÔËÚùïÁ1×§ ,-13850,https://kensington.co.kr/hyd/dining/detail?idx=28,07:00 ~ 21:00,ò¢ôÑ9ûÜàÊÏĞüåì¡ŞÀÓÑó×1/2/3ûÜõóÏ¢£¬528m,"ùÛÙş,çÈÙş,ìíÙş,ñéÙş",
50321,zh-CN,Ğéãô?ñĞïÁThe View Lounge,https://chinese.visitseoul.net/restaurants/TheViewLounge/CNPpb1ta0?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPpb1ta0, âÏ?÷å?ã¼çµÔôøİ???ÓŞÖØ76Ê¶16 Ğéãô?ñĞïÁ14? ,07238 âÏ?÷å?ã¼çµÔôøİ???ÓŞÖØ76Ê¶16 Ğéãô?ñĞïÁ14? ,-13690,https://kensington.co.kr/hyd/dining/detail?idx=91,[ğÄóÉ] ñ²ñé£º07:00~09:30 ñ²ØÇĞàÛöïÒ?Ê£ìí£º07:00~10:00 [?çÊù»çíÒş] 15:00~17:00 [???ÎÃ] 18:00~21:00,ò¢?9?????ŞÀÓÑó×1/2/3?õóÏ¢£¬528m,"??,çÈ?,ìí?,ñéÙş",
50162,ko,¿Ãµğ½ºÅ¸ÄÚ À»Áö·Î º»Á¡,https://korean.visitseoul.net/restaurants/oldiestaco/KOPhsowxr?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPhsowxr, ¼­¿ï Áß±¸ ÃÊµ¿ 17-4 ,04549 ¼­¿ï Áß±¸ Ãæ¹«·Î4±æ 3 1Ãş (ÇÑ½Åºôµù) ,02-6397-6969,https://www.instagram.com/oldiestaco,11:30-21:00,"ÁöÇÏÃ¶ 2È£¼±/3È£¼± À»Áö·Î3°¡¿ª 8¹øÃâ±¸, 21m",ÇÑ±¹¾î,
50322,zh-TW,ĞéãôÔËÚùïÁîÜThe View Lounge,https://tchinese.visitseoul.net/restaurants/TheViewLounge/TCPpb1ta0?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPpb1ta0, âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÏĞüåÓŞÖØ76ÖØ16£¬ĞéãôÔËÚùïÁ14×§ ,07238 âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÏĞüåÓŞÖØ76ÖØ16£¬ĞéãôÔËÚùïÁ14×§ ,-13690,https://kensington.co.kr/hyd/dining/detail?idx=91,[ğÄóÉ] øÁìí£º07:00ò¸09:30 ñÎØÇĞàÏĞïÒÊ£ìí£º07:00ò¸10:00 [ü¶çÊù»çíÒş] 15:00ò¸17:00 [ü¶äÅãÁÎÃ] 18:00ò¸21:00,ò¢ôÑ9ûÜàÊÏĞüåì¡ŞÀÓÑó×1/2/3ûÜõóÏ¢£¬528m,"ùÛÙş,çÈÙş,ìíÙş,ñéÙş",
51084,zh-CN,Caf?Cit?,https://chinese.visitseoul.net/restaurants/cafecite/CNPcsfluy?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPcsfluy, âÏ?ã¼àò???â©ì£ÖØ71 ñ«3? ,04781 âÏ?ã¼àò???â©ì£ÖØ71 ñ«3? ,-1196,https://www.instagram.com/cafecite_official,10:00-22:00,ò¢?2???â©ó×3?õóÏ¢£¬312m,??,
51071,ja,Caf? Kiiro,https://japanese.visitseoul.net/restaurants/Caf?Kiiro/JPPz7bpwy?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPPz7bpwy, «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ã«ó«®«ç«ó«°«ó«í26«®«ë41-3 2Í­ ,03079 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ã«ó«®«ç«ó«°«ó«í26«®«ë41-3 2Í­ ,-1515,http://www.instagram.com/ki___iro/,12:00-20:00,ò¢ù»?4?àÊ¡¸ªØ«Õ«¡(«½«¦«ëÓŞ?ÎèÜ»êÂ)¡¹?3ÛãõóÏ¢ 263m,ùÛ?åŞ,
51089,en,House of Vinyl Mangwon Branch,https://english.visitseoul.net/restaurants/houseofvinyl-mangwon/ENPcq5rwf?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPcq5rwf," 1F, 23 Heeujeong-ro 16-gil, Mapo-gu, Seoul ","04008 1F, 23 Heeujeong-ro 16-gil, Mapo-gu, Seoul ",-11292,https://www.instagram.com/houseofvinyl_mangwon,11:00-22:00,"Subway Line 6, Mangwon Station, Exit 2, 682m ",KOR,
49804,zh-TW,BAN??ôæ,https://tchinese.visitseoul.net/restaurants/BAN-COFFEE-SHOP/TCPb00dc8?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPb00dc8, âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÓÑß£ÖØ47ÖØ20£¬1×§£¬BAN??ôæ ,07222 âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ÓÑß£ÖØ47ÖØ20£¬1×§£¬BAN??ôæ ,-15682,https://www.instagram.com/ban_coffee.shop,ñÎìéò¸ñÎçé 8:00ò¸20:00 / ñÎ×¿¡¢ñÎìí 11:30ò¸20:00 (õÌı­ïÇóÉãÁÊà£º19:30),ò¢ôÑ2/9ûÜàÊÓÑß£ó×3ûÜõóÏ¢£¬91m,ùÛÙş,
13174,ko,ÆÄÁÖ¿Á,https://korean.visitseoul.net/restaurants/ÆÄÁÖ¿Á1/KOP013171?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013171,100-300 ¼­¿ïÆ¯º°½Ã Áß±¸ ÃÊµ¿ 53-2,04555 ¼­¿ïÆ¯º°½Ã Áß±¸ ¸¶¸¥³»·Î2±æ 23 (ÃÊµ¿) ,02-2267-6149,,11:00 ~ 21:00  ºê·¹ÀÌÅ©Å¸ÀÓ 15:00~17:00,"ÁöÇÏÃ¶ 3/ 4È£¼± Ãæ¹«·Î¿ª 6¹ø Ãâ±¸,  311m",,²¿¸®°õÅÁ
50339,en,Mokseokjeong,https://english.visitseoul.net/restaurants/Mokseokjeong/ENPnqfslm?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPnqfslm," 1F, Mokseokjeong, 29 Palkpan-gil, Jongno-gu, Seoul ","03054 1F, Mokseokjeong, 29 Palkpan-gil, Jongno-gu, Seoul ",-3233,app.catchtable.co.kr/ct/shop/mokseokjung?from=share&type=DINING,10:00~21:30,"Subway Line 3 Anguk Station, Exit 2, 990m ",KOR,"Mok(ÙÊ) Omakase / Seok(à´) Omakase: KRW 68,000 "
14220,en,Tea Coop Store,https://english.visitseoul.net/restaurants/TeaCoopStore/ENP014220?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014220,"110-360 1, Unni-dong, Jongno-gu, Seoul ","110-360 99, Donhwamun-ro 11ga-gil, Jongno-gu, Seoul ",-6319,,Daily 10:30 - 18:30 (KST),"Subway Line 3, Anguk Station, Exit 4",,
14224,zh-TW,ùÛÏĞÙşûùïñù¡Î½,https://tchinese.visitseoul.net/restaurants/ùÛÏĞÙşûùïñù¡Î½/TCP014220?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014220, âÏì³ã¼ñ£ÖØÏ¡ê£ÒúÔ×1 ,03131 âÏì³ã¼ñ£ÖØÏ¡ÔÄûùÚ¦ÖØ11gaÖØ99 ,-6319,,10:30 - 18:30 (KST),ò¢ôÑ3ûÜàÊäÌÏĞó×4ûÜõóÏ¢,,
51080,zh-CN,LOW ROOF,https://chinese.visitseoul.net/restaurants/lowroof/CNPbsho47?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPbsho47, âÏ?ã¼?ÖØ?İÁõ½ÖØ46-1 1? ,03056 âÏ?ã¼?ÖØ?İÁõ½ÖØ46-1 1? ,-1376,https://www.instagram.com/cafe_lowroof/,10:00-20:00,ò¢?3??äÌ?ó×2?õóÏ¢£¬429m,??,
51098,zh-TW,LOW ROOF,https://tchinese.visitseoul.net/restaurants/lowroof/TCPbsho47?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPbsho47, âÏì³÷åÜ¬ã¼ñ£ÖØÏ¡İÁõ½ÖØ46-1£¬1×§ ,03056 âÏì³÷åÜ¬ã¼ñ£ÖØÏ¡İÁõ½ÖØ46-1£¬1×§ ,-1376,https://www.instagram.com/cafe_lowroof/,10:00-20:00,ò¢ôÑ3ûÜàÊäÌÏĞó×2ûÜõóÏ¢£¬429m,ùÛÙş,
51099,zh-TW,Caf?Cit?,https://tchinese.visitseoul.net/restaurants/cafecite/TCPcsfluy?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPcsfluy, âÏì³÷åÜ¬ã¼ÔÔÏ¡á¡â©ì£ÖØ71£¬ñ«3ÔÖ ,04781 âÏì³÷åÜ¬ã¼ÔÔÏ¡á¡â©ì£ÖØ71£¬ñ«3ÔÖ ,-1196,https://www.instagram.com/cafecite_official,10:00-22:00,ò¢ôÑ2ûÜàÊá¡â©ó×3ûÜõóÏ¢£¬312m,ùÛÙş,
51053,ko,ÆÄ·Ñ¾Ø¶û±×,https://korean.visitseoul.net/restaurants/Parole-Langue/KOP0p4bkd?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP0p4bkd, ¼­¿ï ¸¶Æ÷±¸ ¿¬³²µ¿ 240-32 ,03980 ¼­¿ï ¸¶Æ÷±¸ ¼º¹Ì»ê·Î29¾È±æ 8 (¿¬³²µ¿) ,02-332-2527,https://www.instagram.com/parole_langue,13:00-21:00,"ÁöÇÏÃ¶ 2È£¼±/°øÇ×Ã¶µµ/°æÀÇÁß¾Ó¼± È«´ëÀÔ±¸¿ª 3¹øÃâ±¸, 821m",ÇÑ±¹¾î,
51095,zh-TW,Parole & Langue,https://tchinese.visitseoul.net/restaurants/Parole-Langue/TCP0p4bkd?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP0p4bkd, âÏì³÷åÜ¬ã¼Ø«øİÏ¡àòÚ¸ß£ÖØ29Ò®ÖØ8 ,03980 âÏì³÷åÜ¬ã¼Ø«øİÏ¡àòÚ¸ß£ÖØ29Ò®ÖØ8 ,-2779,https://www.instagram.com/parole_langue,13:00-21:00,ò¢ôÑ2ûÜàÊ/Ñ¦íŞôÑÔ³/ÌÈëùñéäçàÊûğÓŞìıÏ¢ó×3ûÜõóÏ¢£¬821m,ùÛÙş,
51075,ja,«Ï«¦«¹«ª«Ö«Ğ«¤«Ë«ë «Ş«ó«¦«©«ó(ØĞêÀ)ïÁ,https://japanese.visitseoul.net/restaurants/houseofvinyl-mangwon/JPPcq5rwf?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPPcq5rwf, «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ò«¦«¸«ç«ó«í16«®«ë23 1Í­ ,04008 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ò«¦«¸«ç«ó«í16«®«ë23 1Í­ ,-11292,https://www.instagram.com/houseofvinyl_mangwon,11:00-22:00,ò¢ù»?6?àÊ¡¸«Ş«ó«¦«©«ó¡¹?2ÛãõóÏ¢ 682m,ùÛ?åŞ,
47830,en,Chick by Chick Konkuk University Branch,https://english.visitseoul.net/restaurants/2024-ChickbyChickKU/ENPm1ttiv?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPm1ttiv, ¼­¿ï ±¤Áø±¸ È­¾çµ¿ 3-28 ,"05011 137, Neungdong-ro, Gwangjin-gu,  Seoul ",-14702,https://www.chickbychick.com,10:00 ~ 23:00,"Subway Lines 2 & 7, Konkuk Univ. Station, Exit 3 (290m on foot, 3-minute walk)","KOR,ENG",
51097,zh-TW,HOUSE OF VINYL ??ôæØĞêÀïÁ,https://tchinese.visitseoul.net/restaurants/houseofvinyl-mangwon/TCPcq5rwf?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPcq5rwf, âÏì³÷åÜ¬ã¼Ø«øİÏ¡ıìéëïÍÖØ16ÖØ23£¬1×§ ,04008 âÏì³÷åÜ¬ã¼Ø«øİÏ¡ıìéëïÍÖØ16ÖØ23£¬1×§ ,-11292,https://www.instagram.com/houseofvinyl_mangwon,11:00-22:00,ò¢ôÑ6ûÜàÊØĞêÀó×2ûÜõóÏ¢£¬682m,ùÛÙş,
4454,zh-CN,ÕÃØü81Ûãè©(Ramen 81-beonok)  ,https://chinese.visitseoul.net/restaurants/ÕÃØü81Ûãè©Ramen-81-beonok/CNP004426?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004426,140-889 âÏ??ß£??ÑõÔ× 557-4 ,04411 âÏ?ã¼?ß£?ÓŞŞÅ?ÖØ34Ê¶74  ,-14877,,11:00~21:00 KST,6?? ×Ş÷ÁêÂó×2?õóÏ¢    ,,ÕÃØü
50316,zh-TW,ÙÊà´ï× óÉôæ,https://tchinese.visitseoul.net/restaurants/Mokseokjeong/TCPnqfslm?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPnqfslm, âÏì³÷åÜ¬ã¼ñ£ÖØÏ¡ø¢÷÷ÖØ29 £¬ÙÊà´ï×1×§ ,03054 âÏì³÷åÜ¬ã¼ñ£ÖØÏ¡ø¢÷÷ÖØ29 £¬ÙÊà´ï×1×§ ,-3233,app.catchtable.co.kr/ct/shop/mokseokjung?from=share&type=DINING,10:00~21:30,ò¢ôÑ3ûÜàÊäÌÏĞó×2ûÜõóÏ¢£¬990m,ùÛÙş,"£¨ÙÊ£©ñ·ŞÔÛ¡÷ı÷ßóÉ / (à´)ñ·ŞÔÛ¡÷ı÷ßóÉ 68,000ùÛêª"
4877,en,Yamamoto Sushi,https://english.visitseoul.net/restaurants/Yamamoto-Sushi/ENP004876?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP004876," 467-29, Dogok-dong, Gangnam-gu, Seoul, Korea ","06294 26, Eonju-ro 30-gil, Gangnam-gu, Seoul, Korea (µµ°îµ¿, Å¸¿öÆÓ¸®½º) ",-2209,,Daily 11:30 - 15:00 & 17:30 - 21:00 (KST),"Subway Line 3/ Suin Bundang Line  Dogok Station  Exit 4,  587m",,
